nombre;descripcion;precio;imagen;subcategoria
mermelada de albaricoque hacendado light;tarro 380 g;1,35;https://prod-mercadona.imgix.net/images/735e76d8568f168112e3ce37f043dc1e.jpg?fit=crop&h=300&w=300;mermelada y miel
mermelada de higo helios;tarro 340 g;1,7;https://prod-mercadona.imgix.net/images/82259f7226a7b39574a7faa49ba5e67f.jpg?fit=crop&h=300&w=300;mermelada y miel
mermelada de ciruela hacendado 0% azúcares añadidos;tarro 380 g;1,35;https://prod-mercadona.imgix.net/images/a4212751c87d8ce4a516a06cd7b55477.jpg?fit=crop&h=300&w=300;mermelada y miel
mermelada de pimiento rojo hacendado;tarro 215 g;1,35;https://prod-mercadona.imgix.net/images/912b00bd9ddbf85219a83dd8e5542bc1.jpg?fit=crop&h=300&w=300;mermelada y miel
mermelada de ciruela y kiwi hacendado;tarro 340 g;1,3;https://prod-mercadona.imgix.net/images/a1ec7ba89985f95f102b28ff5927578d.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de flores hacendado;tarro 1 kg;4,3;https://prod-mercadona.imgix.net/images/123690f05cc347d148c8b3b5109426b7.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de flores hacendado;bote 500 g;3;https://prod-mercadona.imgix.net/images/12e08df918846820ae9cd7d8fe8b142b.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de flores monodosis hacendado;12 ud. x 20 g;1,95;https://prod-mercadona.imgix.net/images/74083c7eb1bc2d8a490cb9bebd0fcfc4.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de romero hacendado;bote 500 g;4,19;https://prod-mercadona.imgix.net/images/65515eac9744570a1e7dd1441792770f.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de naranjo hacendado;bote 500 g;3,84;https://prod-mercadona.imgix.net/images/dd16162c38b8b31a8c3a231fd7bdb337.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de caña de azúcar nuestra señora del carmen;tarro 300 g;1,79;https://prod-mercadona.imgix.net/images/6b7382c623d95a023bf2e2f39fbeaa0b.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de eucalipto hacendado;bote 500 g;3,55;https://prod-mercadona.imgix.net/images/e96c2488bc2546780bf836165edd3103.jpg?fit=crop&h=300&w=300;mermelada y miel
miel de montaña hacendado;bote 500 g;4,45;https://prod-mercadona.imgix.net/images/3216e4c0971b6b067fcfce842569197e.jpg?fit=crop&h=300&w=300;mermelada y miel
cebolla caramelizada hacendado;tarro 300 g;1,4;https://prod-mercadona.imgix.net/images/5bc53ec252d5f0b2719b9d80eeef6106.jpg?fit=crop&h=300&w=300;mermelada y miel
confitura de fresa hacendado;tarro 360 g;1;https://prod-mercadona.imgix.net/images/32be9d2dbf7478a170ddf7085f012521.jpg?fit=crop&h=300&w=300;mermelada y miel
confitura de melocotón hacendado;tarro 360 g;1;https://prod-mercadona.imgix.net/images/37c5938e0dd356368fff558d89079fde.jpg?fit=crop&h=300&w=300;mermelada y miel
confitura de albaricoque hacendado;tarro 360 g;1,09;https://prod-mercadona.imgix.net/images/83c1fe967c8228c360a2b2bfe837983b.jpg?fit=crop&h=300&w=300;mermelada y miel
confitura de  calabaza hacendado;tarro 280 g;1,7;https://prod-mercadona.imgix.net/images/2ba612043f24ce6d3c6daf658dc740a3.jpg?fit=crop&h=300&w=300;mermelada y miel
turrón de chocolate crujiente hacendado;tableta 250 g;1,05;https://prod-mercadona.imgix.net/images/3e84752f87bf1e7110f12b45e600867d.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate suchard;tableta 260 g;3,3;https://prod-mercadona.imgix.net/images/366f30dd455282668a0818d194a85306.jpg?fit=crop&h=300&w=300;turrones
turrón blando hacendado;tableta 250 g;2;https://prod-mercadona.imgix.net/images/fc3fc38f9cc31af2233905f3f3a2dfb5.jpg?fit=crop&h=300&w=300;turrones
turrón de yema tostada hacendado;tableta 250 g;1,65;https://prod-mercadona.imgix.net/images/306e5ce641744d18db2611df82fff029.jpg?fit=crop&h=300&w=300;turrones
turrón duro hacendado;tableta 2 ud. (250 g);2;https://prod-mercadona.imgix.net/images/ec692099c6e2dfa497265719076c1a06.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate y cacahuete frito con miel hacendado;tableta 250 g;1;https://prod-mercadona.imgix.net/images/bd14d2bac56e4bae7db8aed0d1a72edd.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate con almendras hacendado;tableta 250 g;1,65;https://prod-mercadona.imgix.net/images/17658e7f48e424ff1925fbe365af897f.jpg?fit=crop&h=300&w=300;turrones
turrón chocodiskitos hacendado;tableta 150 g;1,15;https://prod-mercadona.imgix.net/images/96d220e9d4dc99331e19f46c68c38f6e.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate negro crujiente hacendado;tableta 250 g;1,6;https://prod-mercadona.imgix.net/images/fdc59c26550732da818bcd95a0ef4ea5.jpg?fit=crop&h=300&w=300;turrones
turrón crema catalana hacendado;tableta 150 g;1,65;https://prod-mercadona.imgix.net/images/8c37529930ebe988be62bf75a23891e5.jpg?fit=crop&h=300&w=300;turrones
turrón praliné 3 chocolates hacendado;tableta 150 g;1,45;https://prod-mercadona.imgix.net/images/04ce0664db18c429c9d55a941b666a0c.jpg?fit=crop&h=300&w=300;turrones
turrón de cacahuete blando hacendado;tableta 250 g;1,5;https://prod-mercadona.imgix.net/images/821f236a41f5821def71dddb6401ee8b.jpg?fit=crop&h=300&w=300;turrones
turrón de yogur con arándanos y fresa hacendado;tableta 150 g;1,45;https://prod-mercadona.imgix.net/images/f7865416a8626390b76e834ae3e732a9.jpg?fit=crop&h=300&w=300;turrones
turrón de coco hacendado;tableta 200 g;1,15;https://prod-mercadona.imgix.net/images/25439e95a586feb1cb8614a1a64afcd2.jpg?fit=crop&h=300&w=300;turrones
turrón de fruta hacendado;tableta 250 g;2;https://prod-mercadona.imgix.net/images/903677ef2a17226f2cb3e68eac514c5e.jpg?fit=crop&h=300&w=300;turrones
turrón de yema tostada antiu xixona;tableta 250 g;3;https://prod-mercadona.imgix.net/images/052a40140188b059e4b627483b2573e5.jpg?fit=crop&h=300&w=300;turrones
turrón de alicante antiu xixona;tableta 175 g;3,3;https://prod-mercadona.imgix.net/images/2754ee82927188cdc0bd1fa64c14de6a.jpg?fit=crop&h=300&w=300;turrones
turrón de guirlache hacendado;tableta 150 g;1,8;https://prod-mercadona.imgix.net/images/80123342c0bb0b7fa8873cbc90499e8c.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate cream avellana hacendado;tableta 140 g;1,45;https://prod-mercadona.imgix.net/images/7db4444d4c53999b5d36cbc4afbbabca.jpg?fit=crop&h=300&w=300;turrones
turrón imperial con almendras hacendado 0% sin azúcares añadidos;tableta 200 g;2,4;https://prod-mercadona.imgix.net/images/6fe4ea23a7d504a109735492bec18e61.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate blanco con limón hacendado;tableta 150 g;1,45;https://prod-mercadona.imgix.net/images/a0c04e412e3a4e07fe1c14301efdceb7.jpg?fit=crop&h=300&w=300;turrones
pasta de almendra hacendado;tableta 100 g;1,75;https://prod-mercadona.imgix.net/images/b1b75d02e0bb054c5c2b78f2f224d446.jpg?fit=crop&h=300&w=300;turrones
turrón de chocolate negro 72% hacendado con almendras;tableta 250 g;1,9;https://prod-mercadona.imgix.net/images/9f86a9fcb7d61fcb1d1ea6730f940b37.jpg?fit=crop&h=300&w=300;turrones
turrón de cacahuete duro hacendado;tableta 250 g;1,5;https://prod-mercadona.imgix.net/images/dd2ed7fd156a28b0f29cc9a4b5592e0b.jpg?fit=crop&h=300&w=300;turrones
torta imperial hacendado;caja 150 g;2;https://prod-mercadona.imgix.net/images/fdf554c496db22a78038e7d5dda93e30.jpg?fit=crop&h=300&w=300;turrones
turrón guirlache de aragón la casa;caja 240 g;5,2;https://prod-mercadona.imgix.net/images/403d9966674146ed620dd55b34027a1a.jpg?fit=crop&h=300&w=300;turrones
turrón duro en porciones hacendado calidad suprema;paquete 10 porciones (170 g);2,75;https://prod-mercadona.imgix.net/images/2e0f26f69708050c5b9d5bc9de66a18c.jpg?fit=crop&h=300&w=300;turrones
porciones de turrón de yema tostada hacendado;paquete 8 porciones (200 g);2,2;https://prod-mercadona.imgix.net/images/de4dc88fa0da9c9c28edf606edf4e6c8.jpg?fit=crop&h=300&w=300;turrones
porciones de turrón de chocolate crujiente hacendado;paquete 10 porciones (170 g);1,95;https://prod-mercadona.imgix.net/images/38e87b6fa37da8fd6423a98ef1ee2344.jpg?fit=crop&h=300&w=300;turrones
turrón blando en porciones hacendado calidad suprema;paquete 8 porciones (200 g);2,75;https://prod-mercadona.imgix.net/images/0dfb7d7c4480bbf5d312f3e642c1e69e.jpg?fit=crop&h=300&w=300;turrones
papilla crema de bechamel con lenguado hero baby +8 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/dc3d386036b0b8ca3c63617256dee5fc.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla verduritas con merluza hero baby +8 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/ddad2f1bbdcf3b73b343774c06d6abae.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla verduritas con pollo y ternera hero baby +6 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/2698ae2694795d97a7056c9c36e54887.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla arroz con pollo hero baby natur +6 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/b37bfb27e7caf8e68309808b435c0d00.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla verduritas con pollo hero baby buenas noches +6 meses;2 tarritos x 190 g;1,95;https://prod-mercadona.imgix.net/images/15dbc7b30a4f269c3b8f6b0b66a0c460.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla verduritas con pescadilla a la crema hero baby buenas noches +8 meses;2 tarritos x 190 g;1,95;https://prod-mercadona.imgix.net/images/680ef0270523f6ed6a65635cf8666c79.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla verduritas con delicias de pavo hero baby natur +6 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/30a880b8e80fd4ef89ff8a87e248c1e9.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla menestra de verduras con ternera y jamón hero baby +6 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/347b2ae3c4cfb1facf5e6e43f7bb58f9.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla zanahorias baby con ternera hero baby +6 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/30fc62a136f65f23433315e9316ecac6.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla crema de verduras con rape hero baby buenas noches +8 meses;2 tarritos x 190 g;2,35;https://prod-mercadona.imgix.net/images/da7ea10358ec1cd394c26b9ca24c5b1a.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla zanahorias con arroz en caldito de pollo hero baby +6 meses;tarrito 235 g;1,15;https://prod-mercadona.imgix.net/images/4df7be351dcb14a476354ede97e39ec1.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla lentejas con verduritas hero baby recetas caseras +8 meses;2 tarritos x 190 g;1,95;https://prod-mercadona.imgix.net/images/119156b8fe2aa69dc4408a9e81f4e275.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla menestra de cordero a la crema hero baby recetas caseras +6 meses;2 tarritos x 190 g;1,95;https://prod-mercadona.imgix.net/images/c5cb38e1a8da4d5e7476f01a0921e1e2.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla espaguetis con carne y verduritas hero baby +12 meses sin triturar;2 tarritos x 250 g;2,3;https://prod-mercadona.imgix.net/images/47f1e8ab33c178389f0ca980bd9c1a0c.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla fresa y plátano +8 meses hacendado;1 ud. (120 g);0,7;https://prod-mercadona.imgix.net/images/536cf80add8a45251fcbf6954039e8af.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla fruta variada +6 meses hacendado;1 ud. (120 g);0,7;https://prod-mercadona.imgix.net/images/5f277d33b093078400ed690af873cd4d.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla fruta variada +4 meses hacendado;4 tarritos x 130 g;1,85;https://prod-mercadona.imgix.net/images/16ca058b69fa08da5d7f95e4dc96cead.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla plátano, naranja y galleta +6 meses hacendado;4 tarritos x 130 g;1,95;https://prod-mercadona.imgix.net/images/9311fbd444095add9b797c0e866c8cfa.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla manzana y plátano +6 meses hacendado;1 ud. (120 g);0,7;https://prod-mercadona.imgix.net/images/77cd2ad7d5c98f36cdb38e3461524be5.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla cuatro frutas con avena +8 meses hacendado;4 tarritos x 130 g;2,15;https://prod-mercadona.imgix.net/images/0f4d5a383304167962fd60dc27a868b8.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla plátano, mandarina y pera +4 meses hacendado;4 tarritos x 130 g;1,95;https://prod-mercadona.imgix.net/images/ccced23db722d4720524ce67a9d9c3e4.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla compota de manzana +4 meses hacendado;2 tarritos x 130 g;1;https://prod-mercadona.imgix.net/images/798dc354c6bce11b9555401aa3942c92.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla cuatro frutas con yogur +8 meses hacendado;4 tarritos x 130 g;2,15;https://prod-mercadona.imgix.net/images/81af0bfdded20cbb9e5a6bea3cca5e6b.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla cinco frutas especial fibra +4 meses hacendado;4 tarritos x 130 g;2;https://prod-mercadona.imgix.net/images/6688d408477950140b1aac6a6c9e25b1.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla cóctel tropical +8 meses hacendado;4 tarritos x 130 g;1,85;https://prod-mercadona.imgix.net/images/fed2055a8bf56d36177330d310c0babd.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla dúo de frutas +4 meses hacendado;2 tarritos x 130 g;1;https://prod-mercadona.imgix.net/images/34b0dbe0c58c6a580ccda8d7da838c38.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla pera y manzana +4 meses hacendado;4 tarritos x 130 g;1,95;https://prod-mercadona.imgix.net/images/225b895e88944521fa1308e61d483077.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla manzana y mango +6 meses hacendado;1 ud. (120 g);0,75;https://prod-mercadona.imgix.net/images/62bf56c3380d710ac170e7b0bb2d61d2.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla plátano, fresa, arándanos y avena +8 meses hacendado;1 ud. (120 g);0,75;https://prod-mercadona.imgix.net/images/8dea85acb73cc2b0dfc50343db118d0e.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla frutas con queso fresco + 8 meses hacendado;2 tarritos x 130 g;1,9;https://prod-mercadona.imgix.net/images/ce5df051d37ea55bc22645ca7d02c2e5.jpg?fit=crop&h=300&w=300;alimentación infantil
yogur líquido infantil de fresa y plátano go-lácteo +8 meses;caja 4 ud. (360 g);2,2;https://prod-mercadona.imgix.net/images/7453e50ba76f7833d51724b76f0c700b.jpg?fit=crop&h=300&w=300;alimentación infantil
postre lácteo infantil sabor natural yogolino +6 meses;4 ud. x 100 g;2,05;https://prod-mercadona.imgix.net/images/30a6c6cfeea4332e1773cd908c794e0a.jpg?fit=crop&h=300&w=300;alimentación infantil
yogur líquido infantil natural go-lácteo +6 meses;caja 4 ud. (360 g);2,2;https://prod-mercadona.imgix.net/images/073eff31855282b6bc9b3fd840bac6f1.jpg?fit=crop&h=300&w=300;alimentación infantil
yogur líquido infantil de pera go-lácteo +6 meses;caja 4 ud. (360 g);2,2;https://prod-mercadona.imgix.net/images/677406941396de62b494895d0f47cc7d.jpg?fit=crop&h=300&w=300;alimentación infantil
postre lácteo infantil de fresa yogolino +8 meses;4 ud. x 100 g;2,05;https://prod-mercadona.imgix.net/images/4553315eb086d92aeed7a9fe41cbbc09.jpg?fit=crop&h=300&w=300;alimentación infantil
yogur líquido infantil con cereales y miel go-lácteo +8 meses;caja 4 ud. (360 g);2,2;https://prod-mercadona.imgix.net/images/c0af5c094097bd4ebb059536ba067078.jpg?fit=crop&h=300&w=300;alimentación infantil
postre lácteo infantil de plátano yogolino +6 meses;4 ud. x 100 g;2,05;https://prod-mercadona.imgix.net/images/1f9291dd3c77b48b0a33258475dde1a3.jpg?fit=crop&h=300&w=300;alimentación infantil
natillas infantiles con galletas hacendado +6 meses;2 ud. x 130 g;1,6;https://prod-mercadona.imgix.net/images/d94d02ddcc3d9bbbede1d202e988beb1.jpg?fit=crop&h=300&w=300;alimentación infantil
yogur infantil cremoso de fresa go-lácteo +8 meses;4 ud. x 110 g;2;https://prod-mercadona.imgix.net/images/46a5d93355d5ce3f3da7d73ee6f15482.jpg?fit=crop&h=300&w=300;alimentación infantil
yogur infantil cremoso de manzana y pera go-lácteo +8 meses;4 ud. x 110 g;2;https://prod-mercadona.imgix.net/images/ca212516af17cbec794001054c5bb9c4.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo crecimiento sabor a cereales junior nestlé;brick 1 l;1,5;https://prod-mercadona.imgix.net/images/090859ab4151601460f91fc9fcb595a3.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo crecimiento peques 3 puleva;6 bricks x 1 l;8,7;https://prod-mercadona.imgix.net/images/c8c11630863b0f4b4b200a836f7f1e97.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo crecimiento peques 3 puleva;brick 1 l;1,45;https://prod-mercadona.imgix.net/images/e314777c8c80af6c81d90a3b0bfc2735.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo con cereales crecimiento peques 3 puleva;6 bricks x 1 l;8,7;https://prod-mercadona.imgix.net/images/a4a7f4d1b7f44cab0435770df9e7161c.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo con cereales crecimiento peques 3 puleva;brick 1 l;1,45;https://prod-mercadona.imgix.net/images/740867b76878cf00f1aad758c731d5a9.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo crecimiento +1 año hacendado;6 bricks x 1 l;6;https://prod-mercadona.imgix.net/images/b343ebf169bfa21ea4a0e972f12af32b.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo crecimiento +1 año hacendado;brick 1 l;1;https://prod-mercadona.imgix.net/images/c83ad6ba23b9faa8d1af38ba32ad15bd.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo crecimiento +1 año hacendado;6 mini bricks x 200 ml;1,55;https://prod-mercadona.imgix.net/images/7160e6d1f2c5f7ed5ba8fa96c0b018fd.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo cereales al cacao peques 3 puleva;3 mini bricks x 200 ml;1,41;https://prod-mercadona.imgix.net/images/c97a56396b3c26d45575234f81b0defd.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo con cacao y cereales crecimiento hacendado +1 año;6 mini bricks x 200 ml;1,75;https://prod-mercadona.imgix.net/images/27e93586dbd7163648ef72936c500222.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo con cereales crecimiento hacendado +1 año;6 bricks x 1 l;6,6;https://prod-mercadona.imgix.net/images/63da9f4a6f1fa5f08caeccce24a58115.jpg?fit=crop&h=300&w=300;alimentación infantil
preparado lácteo con cereales crecimiento hacendado +1 año;brick 1 l;1,1;https://prod-mercadona.imgix.net/images/b61958d6f346472bbfc9484c47f0971e.jpg?fit=crop&h=300&w=300;alimentación infantil
leche de continuación peques 2 puleva;6 bricks x 1 l;8,7;https://prod-mercadona.imgix.net/images/aefcf4420b2e7a5b9e89526e98b1049c.jpg?fit=crop&h=300&w=300;alimentación infantil
leche de continuación peques 2 puleva;brick 1 l;1,45;https://prod-mercadona.imgix.net/images/139ddcb308d5dbfdbfb392cad115a36c.jpg?fit=crop&h=300&w=300;alimentación infantil
leche para lactantes en polvo 1 nativa nestlé;bote 800 g;9,4;https://prod-mercadona.imgix.net/images/90d445d0a8eecc23564dceee66f41247.jpg?fit=crop&h=300&w=300;alimentación infantil
leche de continuación en polvo 2 nativa nestlé;bote 800 g;7,6;https://prod-mercadona.imgix.net/images/a4c3e8f798f656cc6dd56cbe93e697d0.jpg?fit=crop&h=300&w=300;alimentación infantil
leche para lactantes en polvo 1 nidina nestlé;bote 800 g;13,7;https://prod-mercadona.imgix.net/images/7d83f007b06adc59770b336b513c5e42.jpg?fit=crop&h=300&w=300;alimentación infantil
leche de continuación en polvo 2 nidina nestlé;bote 800 g;12,8;https://prod-mercadona.imgix.net/images/0fab7ce5d846bd26e0b6a6d0848374bf.jpg?fit=crop&h=300&w=300;alimentación infantil
leche crecimiento en polvo 3 nidina nestlé;bote 800 g;12,8;https://prod-mercadona.imgix.net/images/3c358687d62ddaed18d24fc186121848.jpg?fit=crop&h=300&w=300;alimentación infantil
leche para lactantes en polvo 1 hero baby;bote 800 g;8,85;https://prod-mercadona.imgix.net/images/c26bc6ad1f3f4c63458e28c1a7518ee8.jpg?fit=crop&h=300&w=300;alimentación infantil
leche de continuación en polvo 2 hero baby;bote 800 g;7,45;https://prod-mercadona.imgix.net/images/916603083fa88c4ff0d09906bd52819b.jpg?fit=crop&h=300&w=300;alimentación infantil
leche crecimiento en polvo 3 hero baby;bote 800 g;8,95;https://prod-mercadona.imgix.net/images/6eb016904cd1b62ccba6e2225a02d19c.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla líquida leche y cereales con galleta maría nestlé +6 meses;2 mini bricks x 250 ml;2;https://prod-mercadona.imgix.net/images/bc8a5f95405ea76ec6291890774f3a37.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla instantánea 8 cereales nestlé +6 meses;caja 660 g;3,8;https://prod-mercadona.imgix.net/images/73bdc91fd2e41a100803b8179f1650e0.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla instantánea 8 cereales con galleta maría nestlé +6 meses;caja 600 g;3,45;https://prod-mercadona.imgix.net/images/fcd43a139563f5543f95e92e41689215.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla líquida leche y cereales con miel nestlé pijama +6 meses;2 mini bricks x 250 ml;2;https://prod-mercadona.imgix.net/images/3c7de9d72b3a45ce8dcd5286dfcba8b3.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla instantánea 8 cereales con miel nestlé +6 meses;caja 660 g;3,7;https://prod-mercadona.imgix.net/images/80d007bebbaffc97eb38522e904bf375.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla líquida leche y cereales nestlé pijama +6 meses;2 mini bricks x 250 ml;2;https://prod-mercadona.imgix.net/images/c8f3f05405bd40328bd5c1ef3cd4b5c6.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla 8 cereales con miel hero baby +6 meses;caja 410 g;2,71;https://prod-mercadona.imgix.net/images/7fa2495d3c27cecf5b7a4e8ce2e6b7a6.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla instantánea 8 cereales con cacao nestlé +12 meses;caja 600 g;3,45;https://prod-mercadona.imgix.net/images/775eb5f5e28d6710e7bcb3b7c3b9781c.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla instantánea 8 cereales, plátano, naranja y galleta nestlé +6 meses;caja 660 g;3,8;https://prod-mercadona.imgix.net/images/373013f810726fd086c3e34131d98034.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla 8 cereales hero baby +6 meses;caja 410 g;2,71;https://prod-mercadona.imgix.net/images/049a113b75b28bdb98dcba949c4cd194.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla líquida leche y cereales multifrutas nestlé +6 meses;2 mini bricks x 250 ml;2;https://prod-mercadona.imgix.net/images/8bf87b6efc7efac4ebb92eda4b8477af.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla sin gluten crema de arroz hero baby +4 meses;caja 220 g;1,99;https://prod-mercadona.imgix.net/images/126de42f57fb2aa05c25abdb1143d20e.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla instantánea maíz y arroz sin gluten nestlé +4 meses;caja 240 g;2,09;https://prod-mercadona.imgix.net/images/ac22a732daa649c0b166bea6b531bfff.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla 8 cereales con galleta hero baby +6 meses;caja 340 g;2,99;https://prod-mercadona.imgix.net/images/47c65574611cf3a12db5cca386af3788.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla líquida leche y cereales sin gluten nestlé +6 meses;2 mini bricks x 250 ml;2;https://prod-mercadona.imgix.net/images/b13b3a09c7bf80e5f8a718b86dc6b0e3.jpg?fit=crop&h=300&w=300;alimentación infantil
papilla 8 cereales fruta hero baby +6 meses;caja 340 g;3;https://prod-mercadona.imgix.net/images/56751b529e72da3948b2c6ebaad6deca.jpg?fit=crop&h=300&w=300;alimentación infantil
biberón 150 ml tetina látex flujo lento +0 meses deliplus;1 ud.;3;https://prod-mercadona.imgix.net/images/526adf9db1548f107f3b3ad49c436e93.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
biberón 150 ml tetina silicona flujo lento +0 meses deliplus;1 ud.;3;https://prod-mercadona.imgix.net/images/e2d021350b12236cef75f69252afb4ad.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
biberón 270 ml tetina látex tres posiciones +1 mes deliplus;1 ud.;3,2;https://prod-mercadona.imgix.net/images/6ca60747f5d434f9070cd753005cf5e8.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
biberón 270 ml tetina silicona tres posiciones +1 mes deliplus;1 ud.;3,2;https://prod-mercadona.imgix.net/images/e1db2ac5e9f1bd21963702d1e1fd52a7.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
biberón 360 ml tetina látex tres posiciones +1 mes deliplus;1 ud.;3,5;https://prod-mercadona.imgix.net/images/070b6b9130cb2f9f16b5a2a7cdec7d6d.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
biberón 360 ml tetina silicona tres posiciones +1 mes deliplus;1 ud.;3,5;https://prod-mercadona.imgix.net/images/f6ea6303251456219a7190cd4d07e8a8.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
tetina silicona tres posiciones +1 mes deliplus;paquete 2 ud.;2,5;https://prod-mercadona.imgix.net/images/24d9cbb249d5acadb1dcbfd5782c20b3.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
tetina látex tres posiciones +1 mes deliplus;paquete 2 ud.;2,5;https://prod-mercadona.imgix.net/images/6af7ba21b5771844c129d2c9e7875f74.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
tetina silicona papillas espesas +4 meses deliplus;paquete 2 ud.;2,5;https://prod-mercadona.imgix.net/images/8dc614aeca0309ffeb906b0538e92fd3.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
tetina látex papillas espesas +4 meses deliplus;paquete 2 ud.;2,5;https://prod-mercadona.imgix.net/images/eb21e8034a698dc1f7bbb1cd90a4b6a5.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
esterilizador de microondas deliplus;caja 1 ud.;13,95;https://prod-mercadona.imgix.net/images/72db7b46732d9e7664fb599390499aff.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
cepillo limpiabiberón y tetina deliplus;paquete 1 ud.;1,95;https://prod-mercadona.imgix.net/images/72718044f6952a3643732e52e9066e03.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
limpiador bebé para biberones y tetinas deliplus;bote 500 ml;2,6;https://prod-mercadona.imgix.net/images/cbdc1f6954de6836ab21c5f968d7192b.jpg?fit=crop&h=300&w=300;biberón, chupete y menaje
