nombre;descripcion;precio;imagen;subcategoria
corvina a filetes;pieza 1,29 kg aprox.;9,74;https://prod-mercadona.imgix.net/images/c24e26cdf25836aff4838e4dfafaf136.jpg?fit=crop&h=300&w=300;pescado fresco
dorada limpia con cabeza;pieza 690 g aprox.;4,8;https://prod-mercadona.imgix.net/images/436b010dcbc6108690d724afe2d95b97.jpg?fit=crop&h=300&w=300;pescado fresco
dorada abierta a la espalda con espinas y con cabeza;pieza 690 g aprox.;4,8;https://prod-mercadona.imgix.net/images/b00be480049e6df6699dfcc258e77d84.jpg?fit=crop&h=300&w=300;pescado fresco
dorada a filetes sin cabeza y sin espina;pieza 690 g aprox.;4,8;https://prod-mercadona.imgix.net/images/63343ce507fc67170a68187887e2a908.jpg?fit=crop&h=300&w=300;pescado fresco
dorada abierta en libro sin cabeza y sin espina;pieza 690 g aprox.;4,8;https://prod-mercadona.imgix.net/images/2957b087240ec84fa053668b79413731.jpg?fit=crop&h=300&w=300;pescado fresco
dorada sin limpiar;pieza 690 g aprox.;4,8;https://prod-mercadona.imgix.net/images/5a648f8a69f2dd2d87d7049b8e604499.jpg?fit=crop&h=300&w=300;pescado fresco
lubina limpia con cabeza;pieza 530 g aprox.;3,68;https://prod-mercadona.imgix.net/images/7b996b05f032204332216f5e6a72b129.jpg?fit=crop&h=300&w=300;pescado fresco
lubina abierta a la espalda con espinas y con cabeza;pieza 530 g aprox.;3,68;https://prod-mercadona.imgix.net/images/45f37ee9fbccebfd1cde069320cc9b3b.jpg?fit=crop&h=300&w=300;pescado fresco
lubina a filetes sin cabeza y sin espina;pieza 530 g aprox.;3,68;https://prod-mercadona.imgix.net/images/08fb245b6763997aa1ec02d8a537c03f.jpg?fit=crop&h=300&w=300;pescado fresco
lubina abierta en libro sin cabeza y sin espina;pieza 530 g aprox.;3,68;https://prod-mercadona.imgix.net/images/a81a713fad959d63b5ab54f2d11cff23.jpg?fit=crop&h=300&w=300;pescado fresco
lubina sin limpiar;pieza 530 g aprox.;3,68;https://prod-mercadona.imgix.net/images/079d2d1fac75b66dea891397f9744121.jpg?fit=crop&h=300&w=300;pescado fresco
trucha abierta en libro con cabeza;pieza 650 g aprox.;4,52;https://prod-mercadona.imgix.net/images/661d69880016e9ebeb58a4f23465e397.jpg?fit=crop&h=300&w=300;pescado fresco
trucha abierta en libro sin cabeza y sin espina;pieza 650 g aprox.;4,52;https://prod-mercadona.imgix.net/images/f59e557239c2f912e794f4f6ca61df0a.jpg?fit=crop&h=300&w=300;pescado fresco
trucha sin aletas;pieza 650 g aprox.;4,52;https://prod-mercadona.imgix.net/images/c4b028bd334f4ff5a51c67f4a736d9c3.jpg?fit=crop&h=300&w=300;pescado fresco
pargo rosado limpio con cabeza;pieza 740 g aprox.;7,36;https://prod-mercadona.imgix.net/images/598769164838d0fb68fd58b4d92d9a5c.jpg?fit=crop&h=300&w=300;pescado fresco
pargo rosado abierto a la espalda con espinas y con cabeza;pieza 740 g aprox.;7,36;https://prod-mercadona.imgix.net/images/a34e43dd08c94692ccd23b238eb71bff.jpg?fit=crop&h=300&w=300;pescado fresco
pargo rosado a filetes;pieza 740 g aprox.;7,36;https://prod-mercadona.imgix.net/images/e0ab42748850ea27aa16fb4e77ddb425.jpg?fit=crop&h=300&w=300;pescado fresco
pargo rosado sin limpiar;pieza 740 g aprox.;7,36;https://prod-mercadona.imgix.net/images/559f6657a45e7635e2332685eaca439d.jpg?fit=crop&h=300&w=300;pescado fresco
bacalao a rodajas;pieza 2,44 kg aprox.;19,4;https://prod-mercadona.imgix.net/images/7fe85bfd4b3c74ef53e335e439b06b4e.jpg?fit=crop&h=300&w=300;pescado fresco
bacalao media pieza a rodajas;1/2 pieza 1,21 kg aprox.;9,62;https://prod-mercadona.imgix.net/images/88a3161d919a5e1282cc5b82fd00ca26.jpg?fit=crop&h=300&w=300;pescado fresco
bacalao abierto en libro sin cabeza y sin espina;pieza 2,44 kg aprox.;19,4;https://prod-mercadona.imgix.net/images/144bdf77d235c7a4ca6d525717c6214e.jpg?fit=crop&h=300&w=300;pescado fresco
bacalao media pieza abierto en libro sin cabeza y sin espina;1/2 pieza 1,21 kg aprox.;9,62;https://prod-mercadona.imgix.net/images/31d725c7f08f131a5e70c3677dc5e69b.jpg?fit=crop&h=300&w=300;pescado fresco
salmón a rodajas;pieza 3,41 kg aprox.;29,16;https://prod-mercadona.imgix.net/images/efde699df9d548c2e8a9887daf63cd7a.jpg?fit=crop&h=300&w=300;pescado fresco
salmón media pieza a rodajas;1/2 pieza 1,71 kg aprox.;14,62;https://prod-mercadona.imgix.net/images/3cb80836bc33e899bc88c403a7dbdf05.jpg?fit=crop&h=300&w=300;pescado fresco
salmón abierto en libro sin cabeza y sin espina;pieza 3,41 kg aprox.;29,16;https://prod-mercadona.imgix.net/images/0ab4d3bebe2987d4c536456e2b2397b1.jpg?fit=crop&h=300&w=300;pescado fresco
salmón media pieza abierto en libro sin cabeza y sin espina;1/2 pieza 1,71 kg aprox.;14,62;https://prod-mercadona.imgix.net/images/9e3d2b0d70964b5e08e4430a34872631.jpg?fit=crop&h=300&w=300;pescado fresco
salmón sin aletas y sin escamas;pieza 3,41 kg aprox.;29,16;https://prod-mercadona.imgix.net/images/951a3919c430a3945602d4f82ba89f23.jpg?fit=crop&h=300&w=300;pescado fresco
salmón media pieza sin aletas y sin escamas;1/2 pieza 1,71 kg aprox.;14,62;https://prod-mercadona.imgix.net/images/2a83560771de82f2644054222802f106.jpg?fit=crop&h=300&w=300;pescado fresco
merluza a rodajas;pieza 1,44 kg aprox.;15,77;https://prod-mercadona.imgix.net/images/f9915fd0e276f93caa4eb284fbbcbc34.jpg?fit=crop&h=300&w=300;pescado fresco
merluza media pieza a rodajas;1/2 pieza 660 g aprox.;7,23;https://prod-mercadona.imgix.net/images/858d44842974db4c1c20552c4215b8ff.jpg?fit=crop&h=300&w=300;pescado fresco
merluza abierta en libro sin cabeza y sin espina;pieza 1,44 kg aprox.;15,77;https://prod-mercadona.imgix.net/images/fe5ec3ad3d32e4fd6fe05e88aa16af0e.jpg?fit=crop&h=300&w=300;pescado fresco
merluza media pieza abierta en libro sin cabeza y sin espina;1/2 pieza 660 g aprox.;7,23;https://prod-mercadona.imgix.net/images/4d5edf4542c58f534844c301ef6256b8.jpg?fit=crop&h=300&w=300;pescado fresco
merluza sin aletas y sin escamas;pieza 1,44 kg aprox.;15,77;https://prod-mercadona.imgix.net/images/fe6762be2b524bd5bcd015202b222dc4.jpg?fit=crop&h=300&w=300;pescado fresco
merluza media pieza sin aletas y sin escamas;1/2 pieza 660 g aprox.;7,23;https://prod-mercadona.imgix.net/images/d44677353db7798a3331ef65e09ced5e.jpg?fit=crop&h=300&w=300;pescado fresco
rape a rodajas;pieza 1,67 kg aprox.;20,87;https://prod-mercadona.imgix.net/images/02f9a4b8e419f4a3ff91152524328689.jpg?fit=crop&h=300&w=300;pescado fresco
rape abierto en libro sin espina;pieza 1,67 kg aprox.;20,87;https://prod-mercadona.imgix.net/images/15ea6321aba26003f74bfb010f78d862.jpg?fit=crop&h=300&w=300;pescado fresco
rape sin piel y sin cabeza;pieza 1,67 kg aprox.;20,87;https://prod-mercadona.imgix.net/images/e4de4da1695e3fcab7d3155c0d324ebb.jpg?fit=crop&h=300&w=300;pescado fresco
rape sin aletas y sin dientes;pieza 1,67 kg aprox.;20,87;https://prod-mercadona.imgix.net/images/5b64313f8cba4b828c7e07ccbdb17eba.jpg?fit=crop&h=300&w=300;pescado fresco
rodaballo con piel, sin aletas y sin agallas;pieza 1,31 kg aprox.;15,65;https://prod-mercadona.imgix.net/images/654459d688d763aef2fd2d9850bea2b1.jpg?fit=crop&h=300&w=300;pescado fresco
rodaballo a filetes;pieza 1,31 kg aprox.;15,65;https://prod-mercadona.imgix.net/images/38ad3acb994ffb7df047d57a21555ff1.jpg?fit=crop&h=300&w=300;pescado fresco
rodaballo a filetes y sin piel;pieza 1,31 kg aprox.;15,65;https://prod-mercadona.imgix.net/images/b016b7cc4df0213b4ceb581f8f0abd45.jpg?fit=crop&h=300&w=300;pescado fresco
filetes de anchoa en aceite de girasol hacendado;3 bandejas x 29 g;1,8;https://prod-mercadona.imgix.net/images/c3e5959140be99d7f3c33166dd6868be.jpg?fit=crop&h=300&w=300;salazones y ahumados
boquerones en vinagre hacendado en aceite de girasol;bandeja 330 g (265 g escurrido);5,1;https://prod-mercadona.imgix.net/images/5604869a8bde4faa8381394e7a27d1aa.jpg?fit=crop&h=300&w=300;salazones y ahumados
boquerones en vinagre hacendado en aceite de girasol;bandeja 80 g (60 g escurrido);1,6;https://prod-mercadona.imgix.net/images/eddfa052fe1a202dcbb757dcca5bfd93.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de anchoa en aceite de oliva hacendado;lata 42 g (29 g escurrido);0,95;https://prod-mercadona.imgix.net/images/e93452796634eebd1217b560263f37c8.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de anchoa en aceite de oliva hacendado;3 bandejas x 29 g;2,5;https://prod-mercadona.imgix.net/images/1264b76fcb9bb11fdc48c1a8b1ecafb8.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de sardina anchoada hacendado en aceite de girasol;bandeja 80 g (60 g escurrido);1,5;https://prod-mercadona.imgix.net/images/4338e3f129f2f4572ddd64f753b4aed5.jpg?fit=crop&h=300&w=300;salazones y ahumados
migas de bacalao desaladas hacendado;bandeja 250 g aprox.;4,35;https://prod-mercadona.imgix.net/images/456d1bb874c69aa80c1647ba3ee4f920.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de sardina marinada hacendado en aceite de oliva virgen extra;bandeja 80 g (50 g escurrido);1,3;https://prod-mercadona.imgix.net/images/15c8c1d753036659046becada4543136.jpg?fit=crop&h=300&w=300;salazones y ahumados
sucedáneo de caviar negro ubago caviartic;tarro 75 g;1,85;https://prod-mercadona.imgix.net/images/f4cd7ba177a6d10b00c184f35c3128fe.jpg?fit=crop&h=300&w=300;salazones y ahumados
palitos salados de bacalao ubago;bandeja 235 g aprox.;3,94;https://prod-mercadona.imgix.net/images/216d904951479ad98fa02045d35fde9d.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de sardina anchoada hacendado en aceite de girasol;tarrina 200 g (160 g escurrido);4,25;https://prod-mercadona.imgix.net/images/fbccf550560a0051061214b53931cd7c.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de anchoa en aceite de oliva hacendado del cantábrico;tarrina 200 g (160 g escurrido);8,75;https://prod-mercadona.imgix.net/images/5cc30c90a15b3dc19f273094c385090a.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de anchoa en aceite de oliva hacendado;bandeja 140 g (110 g escurrido);6,1;https://prod-mercadona.imgix.net/images/f83ed691294e44e522b76717b5472d80.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de anchoa hacendado en aceite de oliva;tarro 100 g (55 g escurrido);2,1;https://prod-mercadona.imgix.net/images/b617de636c7397fbce546659284fa34a.jpg?fit=crop&h=300&w=300;salazones y ahumados
anchoas del cantábrico consorcio en aceite de oliva;lata 74 g (50 g escurrido);3,4;https://prod-mercadona.imgix.net/images/6878472eff152ea5f1e4f9096f4cb365.jpg?fit=crop&h=300&w=300;salazones y ahumados
huevas de lumpo hacendado;tarro 75 g;2,1;https://prod-mercadona.imgix.net/images/d1ee12db3b347c687a84a89dfca07e1a.jpg?fit=crop&h=300&w=300;salazones y ahumados
salmón ahumado hacendado;paquete 100 g aprox.;3,05;https://prod-mercadona.imgix.net/images/9234bfe20cdf49c80ff65a1f8a5e6f70.jpg?fit=crop&h=300&w=300;salazones y ahumados
salmón ahumado hacendado;2 paquetes x 190 g;10,83;https://prod-mercadona.imgix.net/images/07cb8b82a2a3d4c34b2f1aa3a0fb9415.jpg?fit=crop&h=300&w=300;salazones y ahumados
bacalao ahumado hacendado en aceite de girasol;bandeja 110 g (80 g escurrido);2,3;https://prod-mercadona.imgix.net/images/e0ab9c520b798fa17c2438204b023be7.jpg?fit=crop&h=300&w=300;salazones y ahumados
salmón marinado hacendado;paquete 80 g;2,35;https://prod-mercadona.imgix.net/images/84e1720b7d48340f5c3e2d6981626553.jpg?fit=crop&h=300&w=300;salazones y ahumados
mojama de atún superior en lonchas hacendado seca salada;paquete 50 g;1,9;https://prod-mercadona.imgix.net/images/6036b83692effba9e0226389446f4a75.jpg?fit=crop&h=300&w=300;salazones y ahumados
mojama de atún superior en taco hacendado seca salada;paquete 200 g aprox.;5,8;https://prod-mercadona.imgix.net/images/6e0c20140b17c643dc6f24c2559bab2a.jpg?fit=crop&h=300&w=300;salazones y ahumados
filetes de sardina ahumada hacendado en aceite de girasol;bandeja 85 g (65 g escurrido);1,95;https://prod-mercadona.imgix.net/images/b2181f861fb0ba118ebb8e71f65cb5e4.jpg?fit=crop&h=300&w=300;salazones y ahumados
lomo de salmón ahumado hacendado;paquete 150 g aprox.;5,25;https://prod-mercadona.imgix.net/images/c5386fcc117f3b463aa2a98b455a218f.jpg?fit=crop&h=300&w=300;salazones y ahumados
taquitos de salmón ahumado hacendado;paquete 100 g;2,65;https://prod-mercadona.imgix.net/images/501f4e3015a6fc586095cb3459703873.jpg?fit=crop&h=300&w=300;salazones y ahumados
california rolls crunch de surimi;bandeja 6 ud. (95 g aprox.);3,95;https://prod-mercadona.imgix.net/images/686ab38fddf432b3fbc26af60cf669c3.jpg?fit=crop&h=300&w=300;sushi
california rolls sin pescado crudo;bandeja 6 ud. (90 g aprox.);3,95;https://prod-mercadona.imgix.net/images/e61a54cbe7d39a56491cdd8f42b66894.jpg?fit=crop&h=300&w=300;sushi
nigiris salmón;bandeja 4 ud. (95 g aprox.);3,75;https://prod-mercadona.imgix.net/images/f3a334449aafa82ffe0e50badb749ffd.jpg?fit=crop&h=300&w=300;sushi
gyozas de langostino;bandeja 4 ud. (80 g aprox.);3,75;https://prod-mercadona.imgix.net/images/54a10f9a77d7ec014f9b9c9c8c547778.jpg?fit=crop&h=300&w=300;sushi
bento box;bandeja 290 g aprox.;6,95;https://prod-mercadona.imgix.net/images/1414ff0b14f9efffc5d99c9530e62294.jpg?fit=crop&h=300&w=300;sushi
nigiris langostino;bandeja 4 ud. (95 g aprox.);3,75;https://prod-mercadona.imgix.net/images/2ae506e59dcdcfe0211f4fd5aa92cf09.jpg?fit=crop&h=300&w=300;sushi
ensalada de alga wakame con salmón;bandeja 160 g;4,5;https://prod-mercadona.imgix.net/images/421c3845e1204d622160b9cf16422bc9.jpg?fit=crop&h=300&w=300;sushi
surtido sushi salmón sin gluten;bandeja 16 ud. (250 g aprox.);9,95;https://prod-mercadona.imgix.net/images/1c1146a3dc995c04b9ded700640f3376.jpg?fit=crop&h=300&w=300;sushi
surtido makis veganos;bandeja 8 ud. (120 g aprox.);4,5;https://prod-mercadona.imgix.net/images/d33724784aa31c0b8b721e0490ade413.jpg?fit=crop&h=300&w=300;sushi
makis salmón;bandeja 8 ud. (120 g aprox.);4,25;https://prod-mercadona.imgix.net/images/5083ede305c5398f57a36d8d32259d2d.jpg?fit=crop&h=300&w=300;sushi
surtido california rolls;bandeja 16 ud. (240 g aprox.);8,95;https://prod-mercadona.imgix.net/images/06150fc6c1aee5ea782b8dfda4498b12.jpg?fit=crop&h=300&w=300;sushi
salsa de soja;paquete 26 g aprox.;0,9;https://prod-mercadona.imgix.net/images/b4e7fee7b66d925ede7b44cb5b5785c2.jpg?fit=crop&h=300&w=300;sushi
salsa de soja sin gluten;paquete 26 g aprox.;1,15;https://prod-mercadona.imgix.net/images/f274e6fc48f4340904df890410fc21ad.jpg?fit=crop&h=300&w=300;sushi
kit sushi;paquete 1 ud.;1;https://prod-mercadona.imgix.net/images/bbfc9580055ab694fe0957675606f0ed.jpg?fit=crop&h=300&w=300;sushi
wasabi;paquete 10 g aprox.;0,9;https://prod-mercadona.imgix.net/images/fdf6164b2d89a490465580b3d2ad8908.jpg?fit=crop&h=300&w=300;sushi
jengibre;tarrina 30 g;1,15;https://prod-mercadona.imgix.net/images/a992cc711e1e4f2563a4c4da7eb38201.jpg?fit=crop&h=300&w=300;sushi
gyozas de pollo hacendado;bandeja 6 ud. (130 g);3;https://prod-mercadona.imgix.net/images/d1a02a9ec917f8746ce719a1db70dd20.jpg?fit=crop&h=300&w=300;sushi
bocaditos en salsa gato adulto delikuit con pollo, pavo y verduras;bote 400 g;0,32;https://prod-mercadona.imgix.net/images/4bb3bf7d960d584db44af1d59de5b446.jpg?fit=crop&h=300&w=300;gato
bocaditos en salsa gato adulto delikuit con salmón, trucha y verduras;bote 400 g;0,32;https://prod-mercadona.imgix.net/images/710c33aa374547dc1abe503b037ab30b.jpg?fit=crop&h=300&w=300;gato
bocaditos en salsa gato adulto delikuit con buey, hígado y verduras;bote 400 g;0,32;https://prod-mercadona.imgix.net/images/2832709c6136a131d150ae6e02622050.jpg?fit=crop&h=300&w=300;gato
paté gato júnior delikuit con pollo y pavo;tarrina 100 g;0,35;https://prod-mercadona.imgix.net/images/ad01e344dd1d7ef2529f903a304f4ecd.jpg?fit=crop&h=300&w=300;gato
paté gato adulto delikuit con trucha y salmón;tarrina 100 g;0,35;https://prod-mercadona.imgix.net/images/f76cad21fd37c18f23cad3507a51fc8a.jpg?fit=crop&h=300&w=300;gato
paté gato adulto delikuit con pollo y pavo;tarrina 100 g;0,35;https://prod-mercadona.imgix.net/images/e9a0c1259b7f1fa0a48b142e8e7a9c4c.jpg?fit=crop&h=300&w=300;gato
paté gato adulto delikuit con ternera e hígado;tarrina 100 g;0,35;https://prod-mercadona.imgix.net/images/16c6d0cc2a029052bf94d4f58b3c6456.jpg?fit=crop&h=300&w=300;gato
paté gato adulto delikuit con salmón y trucha;bote 400 g;0,65;https://prod-mercadona.imgix.net/images/c97369e4852bad2f35d33d78cee8628d.jpg?fit=crop&h=300&w=300;gato
paté gato adulto delikuit con pollo y pavo;bote 400 g;0,65;https://prod-mercadona.imgix.net/images/03dc3ed219417a214d378c157d76978c.jpg?fit=crop&h=300&w=300;gato
paté gato adulto delikuit con ternera e hígado;bote 400 g;0,65;https://prod-mercadona.imgix.net/images/ea27f40b5ae55dc7925bbf9b219ac4b9.jpg?fit=crop&h=300&w=300;gato
gelatina gato felix selección de sabores;paquete 4 ud. (400 g);1,49;https://prod-mercadona.imgix.net/images/fde3ab333d94a636e4a932a95ec4193c.jpg?fit=crop&h=300&w=300;gato
gelatina gato felix selección de pescados;paquete 4 ud. (400 g);1,49;https://prod-mercadona.imgix.net/images/461038fe1aa1602e150218a9d205ebc1.jpg?fit=crop&h=300&w=300;gato
mousse de lenguado gato adulto delikuit;caja 4 tarrinas (340 g);1,7;https://prod-mercadona.imgix.net/images/55ef69ce6ad9126c532d29030500e4bb.jpg?fit=crop&h=300&w=300;gato
mousse con pollo gato adulto delikuit;caja 4 tarrinas (340 g);1,7;https://prod-mercadona.imgix.net/images/36d04f85ccf0da4fad3282007a23753d.jpg?fit=crop&h=300&w=300;gato
mousse con ternera gato adulto delikuit;caja 4 tarrinas (340 g);1,7;https://prod-mercadona.imgix.net/images/86ac8d97679da0e28f2e743b00562331.jpg?fit=crop&h=300&w=300;gato
bocaditos en salsa gato adulto delikuit;8 ud. x 100 g;2;https://prod-mercadona.imgix.net/images/0d79b37baec1dfd98d1bdd8f53467d86.jpg?fit=crop&h=300&w=300;gato
bocaditos en gelatina gato júnior delikuit con pollo y pavo;paquete 4 ud. (400 g);1,3;https://prod-mercadona.imgix.net/images/12585ce4116f3c2c049d11214e829d1d.jpg?fit=crop&h=300&w=300;gato
bocaditos en salsa gato adulto delikuit;8 ud. x 100 g;2;https://prod-mercadona.imgix.net/images/1d8a2d45c63b430dacf347589bd5e4b7.jpg?fit=crop&h=300&w=300;gato
bocaditos en gelatina gato adulto delikuit;8 ud. x 100 g;2;https://prod-mercadona.imgix.net/images/81da40b7192b151d20b90799225be099.jpg?fit=crop&h=300&w=300;gato
bocaditos en gelatina gato adulto delikuit;8 ud. x 100 g;2;https://prod-mercadona.imgix.net/images/641bc59d060856c02b059b4ff94c5144.jpg?fit=crop&h=300&w=300;gato
comida gatos júnior compy con arroz y leche;paquete 1,5 kg;3,45;https://prod-mercadona.imgix.net/images/a432644bbd17bca85ce38e93a2557f9a.jpg?fit=crop&h=300&w=300;gato
comida gato adulto compy con ternera y verduras;paquete 2 kg;2,4;https://prod-mercadona.imgix.net/images/c4b72a1164c9a38557ebb3278852f9d8.jpg?fit=crop&h=300&w=300;gato
comida gato adulto compy con ternera y verduras;saco 10 kg;10,75;https://prod-mercadona.imgix.net/images/b75b76e1167d7e65bba942dd2977e293.jpg?fit=crop&h=300&w=300;gato
comida gato adulto compy con salmón, atún y verduras;paquete 2 kg;2,4;https://prod-mercadona.imgix.net/images/4069ffbb164b3abcbbbb014d3463d841.jpg?fit=crop&h=300&w=300;gato
comida gato adulto compy con salmón, atún y verduras;saco 10 kg;10,75;https://prod-mercadona.imgix.net/images/9d878404a9067d003edd084eefb4597e.jpg?fit=crop&h=300&w=300;gato
comida gato esterilizado light compy con aves y cereales;paquete 1,5 kg;3,55;https://prod-mercadona.imgix.net/images/deeab6772b280513ae73a5d25836f130.jpg?fit=crop&h=300&w=300;gato
comida gato júnior supreme compy con pollo y arroz;paquete 800 g;3,2;https://prod-mercadona.imgix.net/images/859bd1af4c08e771d84c4aea08df2f5c.jpg?fit=crop&h=300&w=300;gato
comida gato adulto supreme compy con pollo y arroz;paquete 1,5 kg;4,55;https://prod-mercadona.imgix.net/images/99b24d57485dd753980df3bb16c061c2.jpg?fit=crop&h=300&w=300;gato
comida gato esterilizado light supreme compy con pollo y cereales;paquete 1,5 kg;4,8;https://prod-mercadona.imgix.net/images/92fc21cfacb6b761f98aeef6510c6bc6.jpg?fit=crop&h=300&w=300;gato
comida gato adulto supreme compy salmón y arroz;paquete 1,5 kg;4,55;https://prod-mercadona.imgix.net/images/3270015470c8ec820a8e78e57bb30c7a.jpg?fit=crop&h=300&w=300;gato
comida gato sénior supreme compy con pollo y arroz;paquete 1,5 kg;4,55;https://prod-mercadona.imgix.net/images/03c0b21dee1b9df7bf0723702aadb33c.jpg?fit=crop&h=300&w=300;gato
comida gato bolas de pelo supreme compy con pollo y arroz;paquete 1,5 kg;4,8;https://prod-mercadona.imgix.net/images/66d829ad25ed58fe4474a29cece1e5cb.jpg?fit=crop&h=300&w=300;gato
comida gato tracto urinário supreme compy con pollo y arroz;paquete 1,5 kg;4,8;https://prod-mercadona.imgix.net/images/4d52c6c95f3e608a915e3d3e47283339.jpg?fit=crop&h=300&w=300;gato
comida gato adulto delicias crujientes compy con pescado;paquete 1,5 kg;3,05;https://prod-mercadona.imgix.net/images/47374a20cb410e3d5adaf3907e62b11f.jpg?fit=crop&h=300&w=300;gato
comida gato adulto delicias compy con aves;paquete 1,5 kg;3,05;https://prod-mercadona.imgix.net/images/4729a364b5e36d34acb5426a3cb0d88c.jpg?fit=crop&h=300&w=300;gato
arena para gato aglomerante picky perfumada;caja 4 kg;3;https://prod-mercadona.imgix.net/images/7380e279e0bd906996987ecce87d9405.jpg?fit=crop&h=300&w=300;gato
arena para gato de perlas sílice single;paquete 4 l;3,5;https://prod-mercadona.imgix.net/images/384efad809de3e6da71340f6deb47f19.jpg?fit=crop&h=300&w=300;gato
hierba para gatos natura;caja 120 g;2,4;https://prod-mercadona.imgix.net/images/96f318a35e2e1d622ed3bdafcadafb6b.jpg?fit=crop&h=300&w=300;gato
malta para gato natura con queso;tubo 100 g;3,5;https://prod-mercadona.imgix.net/images/2baa4a05a71339b0772b83fd3ed330bb.jpg?fit=crop&h=300&w=300;gato
collar anti-insectos para gato krislin;paquete 1 ud.;1,96;https://prod-mercadona.imgix.net/images/a34c02fc24a85e57f33b1fc6dc6b5f48.jpg?fit=crop&h=300&w=300;gato
pipetas anti-insectos para gato krislin;paquete 2 ud.;4,6;https://prod-mercadona.imgix.net/images/7db3293361af8393a6555a0604aef265.jpg?fit=crop&h=300&w=300;gato
spray anti-insectos para perros y gatos krislin;spray 250 ml;3;https://prod-mercadona.imgix.net/images/2e8fdf386eb97370b7f5281c807b1dcd.jpg?fit=crop&h=300&w=300;gato
agua de colonia para perros y gatos krislin;spray 250 ml;2,95;https://prod-mercadona.imgix.net/images/fe99f4efe81a4d9c2c4f51c19f4991d7.jpg?fit=crop&h=300&w=300;gato
anti orines para perros y gatos krislin;spray 250 ml;2,95;https://prod-mercadona.imgix.net/images/5ddf3880cfa26641649e58e9d6743cbe.jpg?fit=crop&h=300&w=300;gato
snacks gato rellenos con salmón y malta compy;paquete 70 g;1;https://prod-mercadona.imgix.net/images/551c58f4f1b30327b1c923145cbf87d6.jpg?fit=crop&h=300&w=300;gato
snack gato aperitivo líquido compy;caja 8 ud. (120 g);1,59;https://prod-mercadona.imgix.net/images/ebbc6329728fedc5ca3c18bd2413db82.jpg?fit=crop&h=300&w=300;gato
snacks gato rellenos con pollo y malta compy;paquete 70 g;1;https://prod-mercadona.imgix.net/images/63b1b2d5655043e8e815ea5820a3f9bb.jpg?fit=crop&h=300&w=300;gato
snack gato barritas compy de pollo e hígado;10 ud. x 5 g;1,2;https://prod-mercadona.imgix.net/images/24a42681aa01e4a0fcb3742d9479c563.jpg?fit=crop&h=300&w=300;gato
snack gato barritas compy de salmón y merluza;10 ud. x 5 g;1,2;https://prod-mercadona.imgix.net/images/0f8d37c2890a23f676d9ef73587cfa4c.jpg?fit=crop&h=300&w=300;gato
snack gato barritas compy de pato y pavo;10 ud. x 5 g;1,2;https://prod-mercadona.imgix.net/images/929bda869dcca86af79e5ee18dd70a2e.jpg?fit=crop&h=300&w=300;gato
paté perro júnior delikuit con ternera y leche;tarrina 150 g;0,5;https://prod-mercadona.imgix.net/images/26463f4d76caab3672d0c5344ce71b34.jpg?fit=crop&h=300&w=300;perro
paté perro junior delikuit con pollo, pavo y verduras;tarrina 300 g;0,6;https://prod-mercadona.imgix.net/images/8c9c46ec926d3a35cbe7d8959434ac7c.jpg?fit=crop&h=300&w=300;perro
paté perro adulto delikuit con ternera, hígado y verduras;tarrina 300 g;0,6;https://prod-mercadona.imgix.net/images/690db847b6d6f89d19538948eed8957e.jpg?fit=crop&h=300&w=300;perro
paté perro adulto delikuit con cordero, pollo y verduras;tarrina 300 g;0,6;https://prod-mercadona.imgix.net/images/8e5aced24836158c03db4f66314f0bd2.jpg?fit=crop&h=300&w=300;perro
trozos en salsa perro adulto delikuit con ternera, hígado y verduras;bote 1,23 kg;0,75;https://prod-mercadona.imgix.net/images/bc15efc69ecc745038a830436b1ac513.jpg?fit=crop&h=300&w=300;perro
trozos en salsa perro adulto delikuit con pollo, pavo y verduras;bote 1,23 kg;0,75;https://prod-mercadona.imgix.net/images/719aa40c5fb40c60eae8242d1a7bedea.jpg?fit=crop&h=300&w=300;perro
paté perro adulto delikuit con salmón y verduras;bote 1,2 kg;1,55;https://prod-mercadona.imgix.net/images/2bd067e3f7740695bd6851a6be4cf0ff.jpg?fit=crop&h=300&w=300;perro
paté perro adulto delikuit con ternera y pollo;bote 1,2 kg;1,55;https://prod-mercadona.imgix.net/images/df48b9e7a9e6b5f1c2cdc92b1f475727.jpg?fit=crop&h=300&w=300;perro
paté perro adulto delikuit con salmón y verduras;bote 1,23 kg;1,25;https://prod-mercadona.imgix.net/images/b5c25309df5db6b882d9ac8b642a9679.jpg?fit=crop&h=300&w=300;perro
salchicha perro adulto delikuit con pollo y arroz;1 kg;1,45;https://prod-mercadona.imgix.net/images/13987f71d86f443f217dbba901d60ba2.jpg?fit=crop&h=300&w=300;perro
salchicha perro adulto delikuit con salmón y verduras;1 kg;1,45;https://prod-mercadona.imgix.net/images/649a35e7d554b694fa06ed4fd16aa05d.jpg?fit=crop&h=300&w=300;perro
